Age,Gender,Grade_Level,Math_Score,Writing_Score,Attendance_Rate,Extracurriculars,Graduation_Year,Graduation_Month,Academic_Average,Grade_Age_Gap,Graduation_Distance,Attendance_Band,Literacy_Level
15,Male,10,75.5,71.2,93.7,Art,2026,7,73.35,0,0,Medium,Medium
18,Female,12,79.6,77.7,100.0,Music,2024,7,78.65,-1,-2,High,Medium
15,Female,10,67.9,62.9,90.4,Music,2026,7,65.4,0,0,Medium,Medium
10,Female,4,20.0,34.5,90.4,Art,2032,6,27.25,-1,6,Medium,Low
7,Male,1,46.8,59.8,94.7,Science Club,2035,6,53.3,-1,9,Medium,Medium
13,Male,8,94.3,76.6,99.2,None,2028,7,85.44999999999999,0,2,High,Medium
17,Female,12,57.8,59.1,95.9,Art,2024,6,58.45,0,-2,High,Low
18,Male,12,36.2,51.7,80.2,None,2024,6,43.95,-1,-2,Low,Low
8,Female,2,84.5,80.4,93.8,None,2034,7,82.45,-1,8,Medium,High
9,Male,5,66.2,65.5,100.0,Sports,2031,7,65.85,1,5,High,Medium
6,Female,1,82.6,74.2,94.1,Science Club,2035,6,78.4,0,9,Medium,Medium
7,Male,3,70.2,73.2,85.2,Art,2033,7,71.7,1,7,Medium,Medium
13,Male,8,72.9,69.0,92.4,Science Club,2028,7,70.95,0,2,Medium,Medium
13,Female,8,71.4,75.6,84.6,Sports,2028,6,73.5,0,2,Low,Medium
10,Female,6,76.5,66.7,97.2,None,2030,6,71.6,1,4,High,Medium
10,Female,5,100.0,85.7,86.2,None,2031,7,92.85,0,5,Medium,High
16,Female,12,80.6,75.7,91.4,Sports,2024,6,78.15,1,-2,Medium,Medium
11,Female,6,42.3,55.4,86.7,Sports,2030,6,48.849999999999994,0,4,Medium,Low
16,Female,12,72.7,70.4,88.3,Sports,2024,6,71.55000000000001,1,-2,Medium,Medium
18,Male,12,83.1,72.9,98.4,None,2024,7,78.0,-1,-2,High,Medium
10,Female,4,84.0,75.1,91.5,Science Club,2032,7,79.55,-1,6,Medium,Medium
8,Female,4,59.6,71.3,88.2,Sports,2032,6,65.45,1,6,Medium,Medium
18,Male,12,83.5,75.6,85.3,None,2024,6,79.55,-1,-2,Medium,Medium
14,Male,9,79.9,79.6,81.6,Music,2027,7,79.75,0,1,Low,Medium
9,Female,3,100.0,85.0,84.7,Art,2033,6,92.5,-1,7,Low,High
14,Male,8,54.7,59.4,91.6,Music,2028,7,57.05,-1,2,Medium,Low
12,Female,7,58.4,65.5,95.9,Art,2029,6,61.95,0,3,High,Medium
17,Other,11,61.4,65.2,88.2,Art,2025,7,63.3,-1,-1,Medium,Medium
9,Female,5,58.6,61.9,98.9,Music,2031,7,60.25,1,5,High,Medium
18,Male,12,52.6,64.3,87.4,Art,2024,7,58.45,-1,-2,Medium,Medium
18,Male,12,24.6,46.7,89.8,None,2024,6,35.650000000000006,-1,-2,Medium,Low
8,Male,4,59.5,66.9,85.6,Art,2032,6,63.2,1,6,Medium,Medium
8,Male,3,71.5,80.0,96.0,None,2033,7,75.75,0,7,High,High
12,Female,6,58.6,67.5,100.0,Art,2030,6,63.05,-1,4,High,Medium
6,Female,1,95.0,84.8,82.2,None,2035,7,89.9,0,9,Low,High
9,Male,4,66.2,71.3,89.3,Music,2032,7,68.75,0,6,Medium,Medium
11,Male,7,85.4,78.5,97.3,None,2029,6,81.95,1,3,High,Medium
18,Female,12,69.9,65.7,83.8,Music,2024,6,67.80000000000001,-1,-2,Low,Medium
18,Male,12,78.4,71.2,93.8,Sports,2024,7,74.80000000000001,-1,-2,Medium,Medium
7,Female,2,70.2,68.7,97.1,Sports,2034,7,69.45,0,8,High,Medium
17,Male,11,86.5,79.0,91.4,Sports,2025,7,82.75,-1,-1,Medium,Medium
7,Female,1,66.8,67.7,93.8,None,2035,6,67.25,-1,9,Medium,Medium
15,Male,10,73.4,73.4,99.8,None,2026,6,73.4,0,0,High,Medium
16,Female,10,71.5,73.9,100.0,None,2026,6,72.7,-1,0,High,Medium
17,Male,11,61.7,66.5,90.7,Sports,2025,6,64.1,-1,-1,Medium,Medium
8,Female,3,72.1,70.5,88.3,None,2033,6,71.3,0,7,Medium,Medium
17,Male,11,99.5,82.9,86.4,None,2025,6,91.2,-1,-1,Medium,High
7,Male,2,61.9,71.6,95.9,Music,2034,7,66.75,0,8,High,Medium
12,Female,6,72.3,67.0,84.1,Art,2030,6,69.65,-1,4,Low,Medium
12,Male,6,84.9,73.9,89.7,Science Club,2030,7,79.4,-1,4,Medium,Medium
10,Male,5,83.1,73.2,91.5,Sports,2031,7,78.15,0,5,Medium,Medium
6,Male,2,66.2,67.3,88.5,Art,2034,6,66.75,1,8,Medium,Medium
16,Male,11,30.2,47.6,92.4,None,2025,7,38.9,0,-1,Medium,Low
10,Male,6,73.8,74.3,100.0,Sports,2030,6,74.05,1,4,High,Medium
14,Female,9,32.7,55.2,90.4,Art,2027,7,43.95,0,1,Medium,Low
11,Male,6,88.0,78.5,88.8,Art,2030,7,83.25,0,4,Medium,High
10,Female,5,68.5,68.7,96.1,None,2031,6,68.6,0,5,High,Medium
17,Female,12,81.0,73.0,92.2,None,2024,7,77.0,0,-2,Medium,Medium
7,Male,3,52.5,63.0,98.2,None,2033,6,57.75,1,7,High,Medium
15,Female,11,42.7,52.7,91.8,Science Club,2025,7,47.7,1,-1,Medium,Low
15,Female,11,69.9,67.8,89.8,Science Club,2025,6,68.85,1,-1,Medium,Medium
10,Female,5,65.5,70.6,82.1,Science Club,2031,6,68.05,0,5,Low,Medium
9,Male,4,58.6,66.0,82.9,Art,2032,7,62.3,0,6,Low,Medium
6,Male,2,67.3,63.6,81.8,Sports,2034,7,65.45,1,8,Low,Medium
18,Male,12,100.0,87.1,92.9,Science Club,2024,6,93.55,-1,-2,Medium,High
18,Female,12,78.5,76.0,84.2,None,2024,7,77.25,-1,-2,Low,Medium
9,Other,5,81.7,73.9,97.3,Art,2031,7,77.80000000000001,1,5,High,Medium
6,Female,1,78.7,72.1,91.2,None,2035,6,75.4,0,9,Medium,Medium
7,Male,1,88.2,75.7,89.8,Science Club,2035,7,81.95,-1,9,Medium,Medium
6,Female,1,63.1,69.2,86.8,Music,2035,7,66.15,0,9,Medium,Medium
16,Male,10,35.2,53.7,94.1,Sports,2026,6,44.45,-1,0,Medium,Low
17,Female,12,63.2,62.4,87.0,Sports,2024,7,62.8,0,-2,Medium,Medium
7,Male,3,78.2,69.3,86.1,Music,2033,7,73.75,1,7,Medium,Medium
15,Female,9,51.5,57.5,96.9,Art,2027,6,54.5,-1,1,High,Low
8,Female,3,63.4,62.3,92.8,Sports,2033,7,62.849999999999994,0,7,Medium,Medium
10,Male,6,55.6,60.8,89.8,Sports,2030,7,58.2,1,4,Medium,Low
13,Male,9,88.5,82.3,94.2,Music,2027,7,85.4,1,1,Medium,High
15,Female,9,77.2,71.8,91.0,None,2027,7,74.5,-1,1,Medium,Medium
17,Male,12,75.8,71.1,92.9,None,2024,6,73.44999999999999,0,-2,Medium,Medium
6,Female,1,75.3,71.8,86.9,Music,2035,6,73.55,0,9,Medium,Medium
8,Female,3,65.4,70.5,100.0,Sports,2033,6,67.95,0,7,High,Medium
9,Female,3,69.0,62.8,88.1,Sports,2033,6,65.9,-1,7,Medium,Medium
10,Male,4,48.2,54.6,98.8,Sports,2032,7,51.400000000000006,-1,6,High,Low
18,Male,12,33.2,43.0,90.1,Music,2024,7,38.1,-1,-2,Medium,Low
16,Male,10,68.3,64.3,95.0,Sports,2026,6,66.3,-1,0,Medium,Medium
10,Female,4,70.9,67.7,94.7,Music,2032,7,69.30000000000001,-1,6,Medium,Medium
18,Male,12,84.1,73.1,96.7,None,2024,7,78.6,-1,-2,High,Medium
12,Male,6,89.6,83.2,86.8,Art,2030,6,86.4,-1,4,Medium,High
12,Male,6,89.5,79.5,96.4,None,2030,6,84.5,-1,4,High,High
11,Female,6,51.0,54.2,100.0,Sports,2030,6,52.6,0,4,High,Low
7,Male,3,60.7,67.6,89.7,Music,2033,7,64.15,1,7,Medium,Medium
18,Female,12,73.2,67.2,91.2,None,2024,6,70.2,-1,-2,Medium,Medium
6,Female,1,100.0,84.1,88.4,Music,2035,7,92.05,0,9,Medium,High
8,Female,2,88.2,81.7,89.3,Science Club,2034,6,84.95,-1,8,Medium,Medium
8,Female,3,82.8,75.9,99.6,None,2033,6,79.35,0,7,High,Medium
9,Female,3,60.2,66.3,86.0,Art,2033,6,63.25,-1,7,Medium,Medium
7,Female,3,52.8,60.0,86.3,Music,2033,6,56.4,1,7,Medium,Medium
6,Male,1,77.8,78.4,99.1,Art,2035,6,78.1,0,9,High,Medium
14,Female,10,49.5,56.1,94.1,Sports,2026,7,52.8,1,0,Medium,Low
18,Female,12,62.4,61.1,100.0,Sports,2024,6,61.75,-1,-2,High,Low
7,Female,2,64.3,60.7,88.7,Sports,2034,6,62.5,0,8,Medium,Low
9,Female,5,89.9,80.4,91.6,None,2031,6,85.15,1,5,Medium,High
12,Female,7,60.7,65.4,87.7,Science Club,2029,7,63.050000000000004,0,3,Medium,Medium
18,Female,12,29.4,43.4,91.7,Music,2024,6,36.4,-1,-2,Medium,Low
15,Male,11,73.6,70.1,82.1,Sports,2025,7,71.85,1,-1,Low,Medium
15,Male,10,55.5,59.6,94.4,Science Club,2026,7,57.55,0,0,Medium,Low
13,Male,9,66.6,63.8,92.6,None,2027,6,65.19999999999999,1,1,Medium,Medium
11,Male,5,64.7,65.4,90.7,Music,2031,7,65.05000000000001,-1,5,Medium,Medium
8,Male,4,61.9,70.5,89.0,Music,2032,7,66.2,1,6,Medium,Medium
17,Male,12,77.9,73.4,86.5,None,2024,6,75.65,0,-2,Medium,Medium
16,Male,12,43.0,57.8,94.6,None,2024,7,50.4,1,-2,Medium,Medium
6,Female,1,58.2,60.7,85.1,None,2035,6,59.45,0,9,Medium,Low
15,Male,11,76.3,76.5,93.6,Music,2025,7,76.4,1,-1,Medium,Medium
7,Female,2,56.8,64.4,100.0,Sports,2034,7,60.6,0,8,High,Medium
15,Female,9,41.9,50.5,98.4,Art,2027,6,46.2,-1,1,High,Low
16,Male,10,76.0,71.8,83.5,Music,2026,6,73.9,-1,0,Low,Medium
7,Male,2,82.8,68.4,88.3,None,2034,6,75.6,0,8,Medium,Medium
11,Male,5,65.3,67.3,93.1,Sports,2031,6,66.3,-1,5,Medium,Medium
7,Female,1,36.6,51.5,90.6,Science Club,2035,6,44.05,-1,9,Medium,Low
13,Male,8,76.6,68.1,84.0,None,2028,7,72.35,0,2,Low,Medium
18,Female,12,41.1,46.4,92.9,None,2024,7,43.75,-1,-2,Medium,Low
7,Female,1,70.6,64.0,90.9,Science Club,2035,6,67.3,-1,9,Medium,Medium
11,Female,7,52.7,59.5,100.0,None,2029,7,56.1,1,3,High,Low
18,Male,12,48.6,60.2,89.7,Sports,2024,7,54.400000000000006,-1,-2,Medium,Medium
9,Male,4,59.4,62.1,96.8,Music,2032,7,60.75,0,6,High,Medium
7,Male,3,63.3,66.3,84.7,Sports,2033,7,64.8,1,7,Low,Medium
12,Male,7,56.3,52.3,85.9,None,2029,6,54.3,0,3,Medium,Low
12,Male,6,74.8,71.0,94.6,None,2030,7,72.9,-1,4,Medium,Medium
14,Female,8,59.3,63.4,96.4,Sports,2028,7,61.349999999999994,-1,2,High,Medium
10,Female,6,80.7,77.7,86.2,Sports,2030,7,79.2,1,4,Medium,Medium
18,Female,12,70.2,64.0,91.1,Music,2024,7,67.1,-1,-2,Medium,Medium
12,Female,8,55.5,65.9,84.1,Music,2028,6,60.7,1,2,Low,Medium
9,Male,3,53.0,56.5,90.1,None,2033,7,54.75,-1,7,Medium,Low
18,Female,12,41.3,54.5,95.2,Sports,2024,7,47.9,-1,-2,High,Low
18,Female,12,70.4,67.0,88.8,None,2024,6,68.7,-1,-2,Medium,Medium
12,Female,6,60.7,68.2,89.8,Art,2030,6,64.45,-1,4,Medium,Medium
6,Female,1,30.4,46.0,85.4,Music,2035,7,38.2,0,9,Medium,Low
13,Male,8,58.0,60.7,87.8,Sports,2028,6,59.35,0,2,Medium,Low
13,Male,7,52.5,58.1,99.8,None,2029,6,55.3,-1,3,High,Low
7,Male,3,89.6,77.8,91.4,Science Club,2033,7,83.69999999999999,1,7,Medium,Medium
14,Male,9,40.5,53.1,86.0,Art,2027,6,46.8,0,1,Medium,Low
16,Female,10,44.4,54.7,89.4,Music,2026,7,49.55,-1,0,Medium,Low
7,Male,2,82.6,76.0,83.0,None,2034,7,79.3,0,8,Low,Medium
15,Female,11,86.4,73.8,85.9,None,2025,6,80.1,1,-1,Medium,Medium
7,Female,1,54.8,64.0,97.8,None,2035,6,59.4,-1,9,High,Medium
15,Male,9,56.5,66.1,90.3,Science Club,2027,6,61.3,-1,1,Medium,Medium
11,Male,5,75.2,72.4,100.0,None,2031,6,73.80000000000001,-1,5,High,Medium
6,Female,2,31.1,50.0,90.5,Music,2034,6,40.55,1,8,Medium,Low
18,Female,12,38.1,55.0,90.8,None,2024,7,46.55,-1,-2,Medium,Low
8,Male,3,61.8,63.1,94.2,Music,2033,7,62.45,0,7,Medium,Medium
13,Male,8,89.2,79.7,77.6,Science Club,2028,7,84.45,0,2,Low,High
8,Female,4,59.5,59.9,92.0,None,2032,7,59.7,1,6,Medium,Low
18,Male,12,67.5,74.0,90.8,None,2024,6,70.75,-1,-2,Medium,Medium
15,Female,11,83.0,77.1,98.4,Art,2025,6,80.05,1,-1,High,Medium
16,Male,12,97.6,84.3,95.8,Science Club,2024,7,90.94999999999999,1,-2,High,High
11,Male,6,57.3,61.3,85.3,None,2030,7,59.3,0,4,Medium,Medium
12,Female,6,65.7,72.7,97.2,None,2030,6,69.2,-1,4,High,Medium
14,Female,10,93.3,86.1,89.7,None,2026,6,89.69999999999999,1,0,Medium,High
16,Female,10,43.2,47.5,86.5,Sports,2026,6,45.35,-1,0,Medium,Low
17,Male,12,81.4,76.7,92.0,Music,2024,6,79.05000000000001,0,-2,Medium,Medium
6,Other,1,50.7,56.3,90.0,None,2035,6,53.5,0,9,Medium,Low
14,Male,8,67.5,70.6,98.7,None,2028,6,69.05,-1,2,High,Medium
7,Male,2,62.4,63.1,92.7,None,2034,7,62.75,0,8,Medium,Medium
9,Male,3,51.6,60.1,92.0,Science Club,2033,6,55.85,-1,7,Medium,Medium
16,Male,10,51.3,55.4,95.5,Art,2026,6,53.349999999999994,-1,0,High,Low
9,Female,3,70.1,70.6,96.5,Music,2033,7,70.35,-1,7,High,Medium
16,Male,10,80.9,73.0,94.9,None,2026,6,76.95,-1,0,Medium,Medium
12,Female,7,64.1,69.6,98.1,Music,2029,6,66.85,0,3,High,Medium
9,Male,5,67.1,72.5,94.0,Science Club,2031,7,69.8,1,5,Medium,Medium
10,Other,4,74.6,65.8,91.8,None,2032,7,70.19999999999999,-1,6,Medium,Medium
12,Male,6,51.4,60.3,97.2,None,2030,7,55.849999999999994,-1,4,High,Low
15,Female,9,77.1,70.5,90.5,Music,2027,6,73.8,-1,1,Medium,Medium
13,Male,8,78.3,78.7,91.2,None,2028,7,78.5,0,2,Medium,Medium
18,Male,12,100.0,82.0,99.6,Sports,2024,6,91.0,-1,-2,High,High
17,Female,12,60.4,60.3,99.1,Sports,2024,7,60.349999999999994,0,-2,High,Medium
15,Female,9,59.1,65.2,91.0,Art,2027,6,62.150000000000006,-1,1,Medium,Medium
13,Female,7,77.5,76.8,88.7,Sports,2029,6,77.15,-1,3,Medium,Medium
9,Male,4,78.3,74.0,98.3,None,2032,6,76.15,0,6,High,Medium
11,Female,6,58.0,57.2,95.0,None,2030,6,57.6,0,4,Medium,Low
7,Female,2,60.0,63.0,92.6,Sports,2034,7,61.5,0,8,Medium,Medium
10,Female,6,74.1,77.2,89.4,None,2030,6,75.65,1,4,Medium,Medium
18,Male,12,53.6,60.2,92.7,Art,2024,6,56.900000000000006,-1,-2,Medium,Medium
11,Female,7,59.8,66.3,90.9,None,2029,7,63.05,1,3,Medium,Medium
7,Female,2,67.3,70.7,87.7,None,2034,6,69.0,0,8,Medium,Medium
14,Female,8,80.9,71.2,91.6,Science Club,2028,6,76.05000000000001,-1,2,Medium,Medium
18,Male,12,56.9,61.8,92.3,Sports,2024,7,59.349999999999994,-1,-2,Medium,Low
17,Male,11,38.4,51.3,89.1,Sports,2025,6,44.849999999999994,-1,-1,Medium,Low
9,Female,4,37.3,54.7,95.5,Art,2032,7,46.0,0,6,High,Low
11,Female,5,47.1,58.3,97.4,None,2031,6,52.7,-1,5,High,Low
12,Female,8,46.3,52.3,95.8,Science Club,2028,6,49.3,1,2,High,Low
9,Male,4,63.7,62.2,89.6,Music,2032,6,62.95,0,6,Medium,Medium
9,Male,5,48.2,52.6,94.8,Sports,2031,6,50.400000000000006,1,5,Medium,Low
9,Female,5,55.5,61.8,91.4,None,2031,7,58.65,1,5,Medium,Medium
18,Male,12,54.4,66.9,84.8,Music,2024,6,60.650000000000006,-1,-2,Low,Medium
15,Male,9,59.4,67.9,94.4,None,2027,7,63.650000000000006,-1,1,Medium,Medium
16,Female,12,85.8,76.0,91.7,Science Club,2024,7,80.9,1,-2,Medium,Medium
16,Female,10,75.9,80.2,100.0,Music,2026,6,78.05000000000001,-1,0,High,High
18,Female,12,66.2,69.7,98.3,Sports,2024,7,67.95,-1,-2,High,Medium
7,Male,3,59.1,59.4,94.6,Music,2033,7,59.25,1,7,Medium,Low
17,Male,12,59.5,60.5,92.2,Music,2024,6,60.0,0,-2,Medium,Medium
6,Female,1,70.9,75.8,91.8,None,2035,7,73.35,0,9,Medium,Medium
12,Male,7,74.8,73.7,86.0,None,2029,6,74.25,0,3,Medium,Medium
13,Male,8,52.4,55.8,82.3,Sports,2028,6,54.099999999999994,0,2,Low,Low
10,Male,6,66.5,67.3,86.6,Art,2030,6,66.9,1,4,Medium,Medium
7,Female,3,35.5,43.7,90.8,Sports,2033,6,39.6,1,7,Medium,Low
8,Female,2,69.2,68.6,80.5,Sports,2034,6,68.9,-1,8,Low,Medium
16,Female,10,77.4,78.8,88.3,None,2026,7,78.1,-1,0,Medium,Medium
10,Female,5,61.8,63.3,89.8,None,2031,6,62.55,0,5,Medium,Medium
10,Male,4,93.2,82.6,89.9,None,2032,6,87.9,-1,6,Medium,High
18,Male,12,52.8,60.4,87.7,Sports,2024,6,56.599999999999994,-1,-2,Medium,Medium
7,Male,1,69.3,71.6,89.3,Art,2035,7,70.44999999999999,-1,9,Medium,Medium
17,Male,11,65.5,72.7,99.6,Art,2025,7,69.1,-1,-1,High,Medium
17,Male,12,64.5,69.7,94.3,None,2024,7,67.1,0,-2,Medium,Medium
13,Male,7,64.3,68.9,88.2,Science Club,2029,7,66.6,-1,3,Medium,Medium
8,Male,2,67.6,75.8,90.7,None,2034,7,71.69999999999999,-1,8,Medium,Medium
8,Female,4,78.7,71.6,90.9,Sports,2032,7,75.15,1,6,Medium,Medium
9,Female,3,86.7,77.4,87.2,Art,2033,7,82.05000000000001,-1,7,Medium,Medium
13,Male,9,66.0,64.4,87.2,None,2027,7,65.2,1,1,Medium,Medium
7,Male,1,78.2,73.2,96.1,Music,2035,7,75.7,-1,9,High,Medium
11,Female,5,55.5,52.8,88.9,Science Club,2031,6,54.15,-1,5,Medium,Low
7,Female,1,77.5,71.1,85.5,Art,2035,7,74.3,-1,9,Medium,Medium
13,Female,9,54.6,58.5,90.8,None,2027,7,56.55,1,1,Medium,Low
6,Male,1,82.4,81.3,91.6,Sports,2035,6,81.85,0,9,Medium,High
15,Female,10,99.2,83.8,81.1,None,2026,7,91.5,0,0,Low,High
6,Male,1,64.2,66.2,90.8,Music,2035,7,65.2,0,9,Medium,Medium
8,Male,2,33.1,48.8,95.3,Art,2034,7,40.95,-1,8,High,Low
8,Male,3,57.8,63.6,93.3,Art,2033,7,60.7,0,7,Medium,Medium
16,Male,10,84.5,76.3,100.0,Music,2026,7,80.4,-1,0,High,Medium
6,Male,1,74.3,67.7,97.3,None,2035,7,71.0,0,9,High,Medium
11,Male,7,69.7,69.3,98.2,None,2029,7,69.5,1,3,High,Medium
13,Female,9,81.1,72.6,100.0,None,2027,7,76.85,1,1,High,Medium
12,Male,7,73.3,68.0,94.8,None,2029,6,70.65,0,3,Medium,Medium
14,Male,8,84.3,76.5,91.8,Science Club,2028,6,80.4,-1,2,Medium,Medium
16,Male,10,79.8,79.0,95.9,Art,2026,6,79.4,-1,0,High,High
11,Male,7,88.8,79.4,88.2,None,2029,7,84.1,1,3,Medium,High
16,Male,11,71.4,66.9,91.5,Sports,2025,7,69.15,0,-1,Medium,Medium
10,Male,5,79.6,74.6,87.8,None,2031,7,77.1,0,5,Medium,Medium
18,Male,12,61.4,63.7,93.0,Art,2024,7,62.55,-1,-2,Medium,Medium
12,Female,6,57.0,63.4,87.7,Science Club,2030,7,60.2,-1,4,Medium,Medium
15,Female,11,91.6,77.7,87.6,Music,2025,7,84.65,1,-1,Medium,Medium
17,Female,12,69.2,66.2,93.1,Music,2024,7,67.7,0,-2,Medium,Medium
16,Female,12,78.1,73.7,90.3,Sports,2024,6,75.9,1,-2,Medium,Medium
17,Female,12,67.9,68.1,81.4,Art,2024,7,68.0,0,-2,Low,Medium
12,Other,6,57.2,62.0,83.7,Music,2030,6,59.6,-1,4,Low,Medium
6,Female,1,66.2,69.4,85.3,Sports,2035,7,67.80000000000001,0,9,Medium,Medium
12,Female,6,87.5,81.3,86.6,Music,2030,7,84.4,-1,4,Medium,Medium
8,Female,4,74.3,72.7,93.1,Science Club,2032,6,73.5,1,6,Medium,Medium
17,Female,12,40.3,49.4,92.1,Music,2024,6,44.849999999999994,0,-2,Medium,Low
9,Male,4,62.8,63.1,96.3,None,2032,6,62.95,0,6,High,Medium
8,Male,4,92.7,83.6,94.8,Sports,2032,6,88.15,1,6,Medium,High
9,Male,4,62.8,62.6,96.4,Science Club,2032,7,62.7,0,6,High,Medium
14,Male,10,39.0,50.0,94.0,Sports,2026,7,44.5,1,0,Medium,Low
13,Female,9,94.4,81.9,92.0,Art,2027,7,88.15,1,1,Medium,High
18,Male,12,76.2,71.6,96.5,Art,2024,7,73.9,-1,-2,High,Medium
11,Female,6,64.9,67.7,95.6,Science Club,2030,7,66.30000000000001,0,4,High,Medium
9,Female,5,60.4,61.5,92.9,Art,2031,6,60.95,1,5,Medium,Low
6,Female,2,82.2,70.9,97.4,Art,2034,6,76.55000000000001,1,8,High,Medium
6,Male,1,57.9,64.3,79.3,Sports,2035,6,61.099999999999994,0,9,Low,Medium
10,Male,4,83.2,80.1,89.5,Art,2032,6,81.65,-1,6,Medium,High
18,Female,12,74.1,72.6,89.5,Music,2024,6,73.35,-1,-2,Medium,Medium
12,Female,8,69.7,74.6,96.8,Science Club,2028,6,72.15,1,2,High,Medium
17,Other,11,68.2,66.9,98.9,Art,2025,6,67.55000000000001,-1,-1,High,Medium
7,Female,2,63.4,67.2,83.7,None,2034,7,65.3,0,8,Low,Medium
7,Female,1,81.7,70.9,98.1,Art,2035,7,76.30000000000001,-1,9,High,Medium
16,Male,10,53.0,58.6,85.1,Music,2026,7,55.8,-1,0,Medium,Medium
7,Male,2,41.7,48.7,85.3,Music,2034,7,45.2,0,8,Medium,Low
6,Male,1,75.2,73.4,89.8,Sports,2035,7,74.30000000000001,0,9,Medium,Medium
11,Female,6,75.5,69.0,89.4,Art,2030,6,72.25,0,4,Medium,Medium
18,Female,12,73.2,73.2,83.2,None,2024,6,73.2,-1,-2,Low,Medium
14,Male,10,72.1,72.2,94.2,None,2026,6,72.15,1,0,Medium,Medium
7,Female,1,61.2,62.1,94.4,Art,2035,7,61.650000000000006,-1,9,Medium,Low
16,Male,12,77.8,70.5,96.3,Sports,2024,7,74.15,1,-2,High,Medium
16,Male,10,65.3,66.7,88.8,None,2026,7,66.0,-1,0,Medium,Medium
16,Male,12,58.7,64.6,90.8,Sports,2024,7,61.65,1,-2,Medium,Medium
17,Male,12,61.3,67.1,90.8,Music,2024,6,64.19999999999999,0,-2,Medium,Medium
9,Female,4,96.3,90.0,99.4,None,2032,7,93.15,0,6,High,High
18,Male,12,40.0,51.5,76.8,Music,2024,7,45.75,-1,-2,Low,Low
10,Female,6,73.5,69.1,86.2,Sports,2030,7,71.3,1,4,Medium,Medium
16,Female,10,40.8,54.1,91.0,Music,2026,7,47.45,-1,0,Medium,Low
13,Male,8,64.4,61.9,85.6,Science Club,2028,6,63.150000000000006,0,2,Medium,Medium
16,Male,12,59.5,65.6,89.7,Sports,2024,6,62.55,1,-2,Medium,Medium
14,Female,10,34.7,44.9,90.4,Science Club,2026,6,39.8,1,0,Medium,Low
14,Male,10,71.8,74.7,87.7,Art,2026,6,73.25,1,0,Medium,Medium
14,Female,8,60.3,66.0,91.3,Music,2028,6,63.15,-1,2,Medium,Medium
16,Male,12,34.5,49.9,94.1,Music,2024,7,42.2,1,-2,Medium,Low
15,Female,11,78.6,76.5,89.8,None,2025,6,77.55,1,-1,Medium,Medium
7,Female,1,87.5,80.3,88.7,Music,2035,7,83.9,-1,9,Medium,High
16,Male,10,88.4,72.9,90.2,None,2026,7,80.65,-1,0,Medium,Medium
12,Male,8,71.4,75.7,91.0,Art,2028,7,73.55000000000001,1,2,Medium,Medium
10,Female,4,66.7,71.2,82.3,Sports,2032,7,68.95,-1,6,Low,Medium
12,Male,7,85.9,76.5,93.3,Art,2029,7,81.2,0,3,Medium,Medium
18,Male,12,91.2,77.6,88.7,Art,2024,6,84.4,-1,-2,Medium,Medium
17,Male,11,83.0,78.8,97.3,Art,2025,6,80.9,-1,-1,High,High
16,Male,12,51.9,64.0,94.0,None,2024,6,57.95,1,-2,Medium,Medium
12,Female,6,69.0,68.0,96.9,None,2030,7,68.5,-1,4,High,Medium
16,Female,12,72.6,65.8,85.9,None,2024,6,69.19999999999999,1,-2,Medium,Medium
11,Male,7,38.9,53.6,89.1,Science Club,2029,7,46.25,1,3,Medium,Low
14,Female,8,73.0,73.8,84.8,Art,2028,6,73.4,-1,2,Low,Medium
14,Male,8,100.0,89.0,87.5,Science Club,2028,6,94.5,-1,2,Medium,High
9,Male,5,75.6,75.9,97.3,Music,2031,7,75.75,1,5,High,Medium
9,Female,4,88.1,77.5,98.4,None,2032,7,82.8,0,6,High,High
6,Other,1,68.7,70.1,85.3,None,2035,7,69.4,0,9,Medium,Medium
7,Male,3,64.9,68.7,88.7,Music,2033,6,66.80000000000001,1,7,Medium,Medium
11,Male,5,71.7,66.2,90.6,None,2031,6,68.95,-1,5,Medium,Medium
12,Female,6,53.8,60.2,93.9,None,2030,6,57.0,-1,4,Medium,Low
8,Female,4,51.5,54.5,82.2,Art,2032,6,53.0,1,6,Low,Low
11,Male,5,85.0,76.3,83.0,None,2031,6,80.65,-1,5,Low,Medium
13,Male,8,86.6,78.5,93.4,Sports,2028,7,82.55,0,2,Medium,Medium
9,Female,5,51.1,60.3,81.3,Sports,2031,7,55.7,1,5,Low,Medium
10,Male,5,80.5,81.9,88.8,Music,2031,7,81.2,0,5,Medium,High
10,Male,5,64.7,69.5,91.8,Art,2031,6,67.1,0,5,Medium,Medium
12,Male,7,71.1,69.5,93.1,Music,2029,6,70.3,0,3,Medium,Medium
10,Male,4,72.9,69.9,90.3,None,2032,6,71.4,-1,6,Medium,Medium
15,Male,10,80.9,80.9,89.2,Music,2026,7,80.9,0,0,Medium,High
10,Female,6,67.2,64.9,95.2,Music,2030,7,66.05000000000001,1,4,High,Medium
11,Female,5,87.2,83.0,92.4,Science Club,2031,6,85.1,-1,5,Medium,High
10,Female,6,70.6,64.6,87.8,Sports,2030,6,67.6,1,4,Medium,Medium
8,Other,3,75.4,68.2,91.2,None,2033,6,71.80000000000001,0,7,Medium,Medium
14,Male,9,53.5,61.3,92.9,Music,2027,7,57.4,0,1,Medium,Medium
